,recency,hist_spend,past_discount,past_bogo,Surburban,Urban,is_referral,Web,store,offer,conversion
35722,12,119.08,1,0,1,0,1,1,0,0,0
35723,1,1079.29,0,1,0,0,1,0,0,1,0
35724,4,107.95,1,0,1,0,0,0,1,1,0
35726,10,71.51,1,0,1,0,0,1,0,1,0
35727,5,138.81,1,0,0,1,0,0,1,1,0
35728,1,303.03,1,1,1,0,0,0,1,0,0
35729,4,300.91,0,1,0,1,1,0,1,1,0
35730,3,103.55,0,1,1,0,1,1,0,0,0
35731,10,103.24,1,0,0,1,0,1,0,1,0
35732,3,666.15,1,0,0,1,1,0,0,0,0
35734,6,387.99,1,1,1,0,0,1,0,1,0
35736,11,29.99,1,0,1,0,0,0,1,1,0
35737,9,140.93,0,1,0,1,1,0,1,0,0
35738,10,278.24,0,1,0,1,0,0,0,1,0
35739,7,55.09,1,0,1,0,0,1,0,0,0
35741,9,29.99,1,0,0,1,0,1,0,0,0
35743,4,177.54,0,1,1,0,1,1,0,0,0
35745,3,249.43,0,1,1,0,1,1,0,1,1
35746,1,562.87,0,1,1,0,1,1,0,0,0
35747,7,150.74,1,0,1,0,1,1,0,0,0
35748,2,248.51,1,0,1,0,0,1,0,0,0
35749,6,51.65,0,1,1,0,0,1,0,0,0
35750,1,108.77,0,1,0,0,0,1,0,1,0
35751,10,91.35,0,1,1,0,1,0,1,0,0
35752,5,292.43,0,1,0,1,1,1,0,0,0
35753,3,604.46,1,1,0,1,1,0,1,0,1
35754,1,99.14,0,1,0,0,0,0,1,1,1
35755,11,126.02,1,0,0,1,1,1,0,1,0
35757,4,266.23,1,0,1,0,0,0,1,0,0
35758,7,73.06,1,0,0,0,1,0,1,1,0
35759,9,63.85,1,0,1,0,1,0,1,0,0
35760,5,503.53,0,1,0,1,1,0,0,1,0
35761,2,144.83,0,1,0,1,0,0,1,1,1
35764,10,29.99,1,0,0,0,1,1,0,1,1
35767,10,29.99,1,0,1,0,0,0,1,0,0
35769,11,43.67,1,0,1,0,1,0,1,1,0
35771,1,180.46,1,0,0,1,1,1,0,1,0
35773,6,29.99,1,0,0,1,1,0,1,0,0
35775,2,490.84,1,0,0,1,0,1,0,0,0
35778,5,144.23,1,0,0,1,0,1,0,0,0
35779,7,53.28,1,0,0,1,1,1,0,0,1
35780,10,113.55,1,0,0,0,0,0,1,1,1
35781,2,29.99,0,1,0,1,0,0,1,1,0
35782,11,64.94,1,0,0,1,1,1,0,1,0
35783,11,35.09,1,0,1,0,1,0,1,0,0
35784,3,434.54,1,1,1,0,1,0,0,0,0
35785,3,29.99,0,1,0,0,0,1,0,1,0
35787,1,950.56,0,1,0,1,1,1,0,1,1
35789,1,414.53,0,1,0,1,0,1,0,1,0
35790,2,612.1,1,1,1,0,1,0,1,1,0
35791,1,148.17,0,1,1,0,0,0,1,1,0
35792,7,281.01,1,0,0,0,1,0,1,0,0
35793,4,33.65,1,0,0,1,0,0,1,0,1
35796,5,79.29,1,0,1,0,1,1,0,0,0
35797,1,199.98,0,1,0,0,0,1,0,1,0
35799,6,297.51,0,1,0,1,0,1,0,0,0
35800,2,407.1,0,1,0,0,1,1,0,0,0
35801,5,369.8,0,1,1,0,0,0,0,0,0
35802,7,56.18,0,1,1,0,0,0,1,1,0
35803,8,92.65,0,1,1,0,1,0,1,1,0
35806,6,149.49,0,1,0,0,1,0,1,1,0
35807,10,783.06,1,1,1,0,1,0,1,0,0
35808,2,1170.71,0,1,1,0,1,1,0,0,0
35809,8,47.4,0,1,1,0,0,1,0,0,0
35814,6,221.65,1,0,1,0,1,0,1,1,0
35818,6,130.37,1,0,0,1,1,1,0,0,0
35820,11,29.99,0,1,0,0,1,1,0,0,0
35821,2,820.59,1,1,1,0,1,1,0,1,1
35824,1,309.08,1,1,0,1,1,0,1,0,0
35825,4,53.84,1,0,1,0,0,1,0,1,0
35826,5,341.03,0,1,1,0,1,1,0,0,0
35830,2,1029.28,1,1,0,0,1,1,0,1,1
35831,4,408.99,1,0,0,1,0,0,0,0,1
35832,1,393.8,1,0,1,0,0,0,1,0,0
35835,4,29.99,1,0,1,0,1,0,1,0,0
35836,10,358.34,1,0,1,0,1,0,0,1,0
35838,2,1672.21,1,0,0,0,1,1,0,1,0
35839,1,188.66,1,0,0,1,0,0,1,0,0
35840,1,42.26,1,0,0,1,1,1,0,1,0
35841,3,821.09,1,1,0,1,1,0,1,1,1
35842,1,409.25,1,1,0,1,1,1,0,1,0
35845,5,63.85,1,0,1,0,0,0,1,0,1
35846,12,79.38,1,0,1,0,0,1,0,0,0
35847,9,237.45,1,0,0,1,0,1,0,0,0
35848,10,130.23,0,1,0,1,1,1,0,0,0
35849,7,123.65,1,0,1,0,0,1,0,0,0
35851,3,78.66,0,1,0,1,1,0,1,1,0
35853,11,29.99,0,1,1,0,1,0,1,0,0
35854,9,716.9,1,1,0,1,1,1,0,0,0
35855,8,86.0,1,0,1,0,0,0,1,1,0
35858,2,82.92,0,1,1,0,0,1,0,0,0
35859,6,172.18,0,1,1,0,0,0,1,0,0
35861,9,91.82,0,1,0,1,1,1,0,1,0
35863,8,76.34,0,1,0,1,1,0,1,0,1
35864,8,134.46,1,0,1,0,1,1,0,0,0
35866,2,341.55,1,0,1,0,0,0,1,1,0
35867,10,212.12,1,1,1,0,1,1,0,1,0
35868,9,45.48,0,1,1,0,1,0,1,0,0
35869,9,29.99,1,0,0,1,1,0,1,1,0
35870,5,129.45,0,1,0,1,1,0,1,1,0
35872,5,99.78,1,0,0,0,0,1,0,1,0
35873,9,472.35,1,0,0,1,1,0,1,1,1
35874,2,374.75,1,1,0,1,0,1,0,1,0
35876,2,168.3,1,0,1,0,0,1,0,0,0
35877,4,234.1,0,1,0,0,0,1,0,1,0
35878,7,29.99,0,1,1,0,1,0,1,0,0
35880,10,168.42,0,1,1,0,0,1,0,1,0
35881,10,54.75,1,0,0,1,1,0,1,0,0
35885,10,69.88,1,0,0,1,0,1,0,0,0
35886,9,104.85,0,1,0,1,0,1,0,0,0
35887,5,516.45,1,1,1,0,1,1,0,1,0
35889,2,41.49,1,0,0,1,0,0,1,1,1
35890,11,213.31,1,0,1,0,0,1,0,1,0
35891,1,74.5,1,0,0,0,0,1,0,1,0
35892,4,1477.25,1,0,1,0,1,1,0,1,0
35893,4,207.98,0,1,0,0,1,1,0,0,1
35895,3,352.71,0,1,0,0,0,0,0,1,0
35897,7,486.82,0,1,0,0,0,0,0,1,0
35900,9,482.49,0,1,1,0,0,1,0,0,0
35901,12,133.13,1,0,1,0,0,1,0,0,1
35903,5,51.05,0,1,0,0,1,0,1,0,0
35905,1,311.42,0,1,1,0,1,0,1,0,0
35907,7,86.85,1,0,0,1,1,1,0,0,0
35909,6,73.98,1,0,0,1,0,0,1,1,0
35910,4,293.88,0,1,0,1,0,1,0,0,1
35911,9,142.35,0,1,0,0,0,1,0,1,0
35912,11,59.71,0,1,0,0,0,1,0,1,0
35913,8,117.96,1,0,1,0,1,0,1,0,0
35914,11,181.32,0,1,0,0,0,1,0,0,1
35915,11,181.14,0,1,0,0,0,0,1,0,0
35916,2,118.18,0,1,0,1,1,0,1,1,0
35917,11,1319.72,1,0,0,0,1,1,0,0,0
35918,5,233.35,0,1,1,0,0,1,0,1,1
35919,1,926.39,1,1,0,1,1,1,0,0,1
35921,6,76.73,1,0,1,0,0,1,0,0,0
35922,12,238.09,1,0,1,0,0,1,0,1,0
35924,6,322.0,0,1,0,1,1,0,0,0,0
35926,8,87.02,1,0,1,0,0,1,0,0,0
35927,8,324.77,0,1,0,1,1,0,1,1,0
35928,7,64.8,0,1,1,0,0,0,1,1,0
35934,6,173.95,0,1,1,0,1,0,1,0,0
35936,9,110.98,1,0,1,0,1,0,1,1,0
35940,12,101.24,0,1,1,0,1,0,1,1,1
35942,1,29.99,1,0,0,1,0,0,1,1,0
35943,10,1145.73,0,1,1,0,1,1,0,0,0
35945,8,237.25,1,0,1,0,0,0,1,0,0
35947,1,149.22,0,1,0,1,0,1,0,0,1
35949,2,315.04,1,1,0,1,0,0,1,0,0
35951,5,537.9,0,1,0,1,1,0,1,0,0
35952,11,48.34,0,1,0,0,1,1,0,1,0
35953,1,29.99,1,0,0,0,1,0,1,0,0
35956,7,848.07,0,1,0,1,1,0,1,1,0
35958,8,382.75,0,1,1,0,0,0,1,0,0
35959,8,29.99,1,0,1,0,0,1,0,1,0
35960,8,29.99,0,1,1,0,1,1,0,0,0
35962,7,275.09,1,1,1,0,1,1,0,1,0
35963,6,31.26,0,1,1,0,0,1,0,1,0
35964,10,97.15,0,1,0,1,0,1,0,0,0
35965,4,276.34,1,0,0,1,1,0,1,0,0
35966,2,53.19,1,0,0,1,0,0,1,0,0
35967,5,399.78,1,1,0,0,0,0,1,1,0
35969,6,29.99,0,1,0,1,0,1,0,0,0
35973,6,238.67,1,0,0,1,0,0,1,0,0
35974,7,41.87,1,0,0,1,1,0,1,0,0
35976,8,125.69,1,0,1,0,0,1,0,0,1
35979,2,415.79,0,1,0,1,1,1,0,1,1
35980,10,44.17,1,0,1,0,1,1,0,1,0
35981,1,375.52,0,1,0,0,1,1,0,0,0
35982,5,390.44,0,1,1,0,0,1,0,1,0
35983,6,100.23,1,0,0,1,0,1,0,0,0
35985,4,269.79,0,1,0,0,0,0,0,1,1
35989,2,29.99,1,0,0,0,0,0,1,1,0
35991,12,34.42,0,1,1,0,0,1,0,1,0
35992,3,229.35,1,0,0,1,0,1,0,1,0
35993,9,166.08,1,0,1,0,0,1,0,0,0
35994,10,258.49,1,1,1,0,0,0,0,0,0
35997,5,29.99,0,1,0,1,1,0,1,1,0
35998,7,110.39,1,0,1,0,0,1,0,1,0
35999,5,29.99,1,0,0,0,0,0,1,0,0
36000,10,131.74,1,0,1,0,0,0,1,1,0
36001,8,237.25,0,1,0,1,1,0,1,0,0
36005,11,439.23,1,1,0,0,0,0,0,1,0
36006,12,114.59,1,0,0,1,0,1,0,1,1
36009,11,146.52,1,0,0,0,0,0,1,1,0
36010,3,526.79,1,0,0,1,1,1,0,1,0
36013,7,54.5,0,1,1,0,1,1,0,0,0
36015,9,71.9,1,0,1,0,0,0,1,1,0
36016,6,142.58,0,1,0,0,0,1,0,0,0
36017,2,365.86,1,1,1,0,0,0,1,1,1
36018,4,225.12,1,0,0,1,0,1,0,1,0
36021,3,91.77,0,1,1,0,1,1,0,1,0
36023,2,235.87,0,1,0,1,0,0,1,0,1
36024,9,68.26,0,1,0,1,0,1,0,0,0
36026,6,44.53,0,1,0,1,0,1,0,1,1
36029,2,61.1,1,0,1,0,1,0,1,0,0
36030,4,620.59,1,1,0,0,1,0,1,1,1
36031,1,123.51,0,1,1,0,1,1,0,0,0
36035,11,350.35,1,1,1,0,0,1,0,0,0
36036,5,100.48,1,0,0,1,1,1,0,0,0
36037,7,32.02,0,1,0,1,1,1,0,0,0
36040,4,279.63,1,0,1,0,1,1,0,0,0
36041,5,33.43,0,1,1,0,1,0,1,0,0
36042,7,159.06,0,1,0,1,1,1,0,0,1
36043,3,173.76,0,1,1,0,0,0,1,0,0
36044,4,93.65,1,0,1,0,1,0,1,1,0
36046,11,37.56,1,0,1,0,0,1,0,1,1
36047,10,330.47,0,1,0,0,1,1,0,1,0
36048,9,65.54,1,0,1,0,0,1,0,1,0
36049,4,74.82,0,1,1,0,0,0,1,1,0
36050,6,47.77,1,0,1,0,0,1,0,1,0
36051,1,110.11,1,0,0,0,0,0,1,1,0
36054,10,183.09,1,0,1,0,1,1,0,0,0
36055,12,120.88,0,1,0,1,0,0,1,0,0
36057,3,88.44,0,1,1,0,1,0,1,0,0
36059,2,337.48,1,0,1,0,0,0,1,0,0
36060,5,29.99,0,1,0,0,1,0,1,0,0
36062,9,113.7,0,1,0,1,1,1,0,0,0
36066,11,394.19,0,1,0,1,0,1,0,0,0
36067,11,64.71,0,1,0,1,0,1,0,0,0
36068,10,29.99,0,1,0,0,1,0,1,0,0
36069,4,145.92,0,1,0,0,1,1,0,0,0
36071,4,427.2,1,0,0,1,1,0,0,0,0
36072,1,112.29,1,0,1,0,0,1,0,0,0
36073,2,310.85,0,1,1,0,1,0,1,0,0
36076,9,189.0,0,1,1,0,0,1,0,0,0
36077,11,255.28,1,1,0,1,0,0,1,0,0
36081,9,59.1,1,0,0,1,0,0,1,1,0
36082,8,642.4,0,1,1,0,1,0,0,1,0
36085,10,29.99,1,0,1,0,0,0,1,0,0
36086,11,216.36,0,1,1,0,0,0,1,1,1
36087,11,329.95,1,0,1,0,1,1,0,0,0
36088,9,228.23,1,1,0,1,0,0,1,0,0
36089,2,29.99,1,0,1,0,0,1,0,0,1
36090,6,314.42,1,1,0,0,0,1,0,0,1
36091,11,29.99,0,1,1,0,1,0,1,1,0
36092,6,534.24,0,1,0,1,1,0,0,0,0
36094,10,478.46,0,1,0,1,0,0,0,1,0
36095,6,93.72,0,1,1,0,0,1,0,1,1
36096,11,260.92,1,0,0,0,0,0,1,0,0
36097,2,113.46,0,1,0,1,0,1,0,1,1
36099,3,144.94,1,0,0,1,1,1,0,1,0
36100,2,1381.61,1,1,1,0,1,1,0,1,0
36101,6,592.44,0,1,0,0,1,0,1,1,0
36102,11,198.1,1,0,0,1,0,1,0,1,0
36104,3,355.47,1,1,1,0,0,1,0,0,0
36105,10,29.99,0,1,1,0,1,0,1,0,0
36106,6,133.8,1,0,0,0,1,1,0,1,0
36107,1,76.03,1,0,1,0,1,1,0,1,0
36111,10,60.32,0,1,0,0,1,0,1,0,0
36112,7,29.99,0,1,1,0,1,0,1,1,0
36115,2,215.59,0,1,0,1,1,0,1,0,0
36117,2,152.03,0,1,0,1,1,0,1,0,0
36118,1,260.39,1,1,0,1,0,0,1,0,1
36119,10,29.99,0,1,1,0,0,1,0,1,0
36120,9,32.37,1,0,0,1,1,0,1,0,0
36122,4,476.71,0,1,0,1,0,0,0,1,0
36124,9,29.99,0,1,0,1,0,0,1,1,0
36125,2,136.49,0,1,0,1,0,0,1,0,0
36129,1,195.31,0,1,0,1,1,1,0,1,0
36130,10,131.65,0,1,0,1,1,0,1,1,0
36132,7,230.94,1,0,1,0,1,0,0,0,0
36134,8,29.99,1,0,0,1,1,1,0,1,0
36135,9,358.92,1,1,0,0,0,0,1,0,1
36137,3,716.47,0,1,0,1,1,0,0,1,0
36141,1,982.51,0,1,1,0,1,0,1,0,0
36142,7,41.67,1,0,1,0,0,1,0,1,0
36143,1,1180.17,1,1,1,0,1,1,0,0,0
36144,1,29.99,0,1,0,1,1,1,0,0,0
36145,4,50.2,1,0,1,0,0,1,0,1,0
36148,12,29.99,0,1,1,0,0,0,1,1,0
36149,3,746.12,1,1,0,1,1,0,0,0,0
36151,9,103.33,1,0,0,1,0,0,1,0,0
36152,4,826.07,0,1,1,0,1,1,0,0,0
36153,1,58.54,0,1,0,1,0,0,1,1,0
36154,1,29.99,0,1,0,1,1,0,1,1,0
36157,2,161.57,0,1,0,1,1,0,1,0,0
36158,4,67.91,0,1,1,0,1,1,0,1,0
36159,12,240.81,1,1,0,0,0,0,0,0,0
36161,8,1171.63,0,1,1,0,1,0,1,0,0
36162,3,131.27,0,1,1,0,0,1,0,1,0
36163,3,29.99,1,0,1,0,0,0,1,1,1
36164,1,809.46,0,1,1,0,1,1,0,1,0
36167,4,202.03,0,1,0,0,1,0,1,1,0
36168,1,339.68,1,1,1,0,0,0,1,0,0
36169,2,70.34,1,0,0,1,1,0,1,1,0
36171,3,250.73,1,1,0,1,0,1,0,1,0
36172,6,95.81,1,0,0,0,0,0,1,0,0
36173,9,110.19,1,0,0,1,0,0,1,0,0
36174,9,82.92,1,0,1,0,1,1,0,0,0
36175,4,78.21,1,0,0,1,1,1,0,1,0
36176,10,30.46,0,1,0,1,1,1,0,1,0
36177,9,155.39,0,1,0,0,0,1,0,1,0
36179,1,2141.12,0,1,1,0,1,1,0,1,1
36180,7,418.23,1,0,1,0,0,0,1,0,0
36181,3,542.93,0,1,1,0,1,0,1,0,0
36185,1,567.15,0,1,0,1,1,0,1,0,0
36187,11,218.44,1,1,1,0,1,0,0,0,0
36188,2,43.04,0,1,1,0,1,0,1,1,1
36190,2,603.5,1,1,1,0,1,0,0,1,1
36191,7,67.97,1,0,1,0,0,1,0,0,0
36193,8,262.6,1,0,0,0,0,0,0,1,0
36197,2,414.84,1,0,1,0,0,0,1,0,0
36198,3,132.81,1,0,1,0,1,0,1,1,0
36199,2,52.3,1,0,1,0,0,1,0,1,0
36200,1,29.99,0,1,1,0,1,0,1,0,0
36203,2,64.52,1,0,0,1,1,0,1,0,0
36205,10,52.31,0,1,1,0,1,0,1,0,0
36209,8,71.78,1,0,0,1,1,1,0,1,0
36210,1,540.62,0,1,1,0,1,1,0,0,0
36211,4,407.85,0,1,0,1,1,1,0,0,0
36213,1,107.15,0,1,0,1,0,0,1,1,0
36214,10,29.99,0,1,0,1,1,0,1,1,0
36215,11,252.82,0,1,0,0,1,1,0,0,0
36216,2,883.34,1,0,0,1,1,1,0,1,0
36217,4,65.24,1,0,1,0,1,0,1,1,0
36218,7,508.95,1,1,0,1,1,0,0,1,0
36220,8,532.55,1,1,0,1,1,1,0,1,0
36221,1,53.41,1,0,1,0,1,1,0,0,0
36222,10,216.68,0,1,0,1,1,1,0,1,0
36223,10,29.99,1,0,1,0,1,1,0,0,0
36224,8,178.27,0,1,0,1,0,0,1,1,0
36225,6,299.16,1,0,0,1,1,1,0,1,0
36227,9,511.6,1,0,0,1,1,0,0,1,0
36231,8,394.16,1,0,1,0,0,0,1,1,0
36232,5,261.67,1,1,0,0,1,0,1,1,0
36234,12,29.99,1,0,0,0,1,0,1,1,0
36235,2,880.41,1,1,1,0,1,1,0,0,0
36236,6,110.14,0,1,1,0,1,1,0,0,1
36237,1,75.79,0,1,1,0,1,0,1,0,0
36238,2,362.87,0,1,0,1,1,1,0,0,0
36240,9,373.75,1,1,0,0,0,0,1,0,0
36242,11,29.99,0,1,1,0,1,0,1,0,0
36243,9,336.68,1,0,1,0,0,0,1,0,0
36244,8,255.47,0,1,0,1,0,0,1,0,0
36245,10,96.93,1,0,0,1,1,0,1,0,0
36248,1,79.44,0,1,0,0,1,1,0,1,0
36250,6,56.37,0,1,0,1,0,0,1,1,0
36251,6,325.13,1,0,0,1,0,0,1,0,0
36253,12,103.87,1,0,0,0,1,0,1,0,1
36254,3,121.25,0,1,1,0,1,1,0,1,0
36259,1,152.64,0,1,0,0,1,1,0,0,0
36260,9,600.82,0,1,0,1,1,0,0,0,0
36261,9,29.99,0,1,1,0,1,1,0,1,0
36262,3,261.15,0,1,0,1,0,1,0,1,0
36263,4,182.34,1,0,1,0,1,0,1,1,0
36265,2,261.65,1,0,1,0,1,0,1,0,0
36266,5,92.74,1,0,0,1,1,0,1,0,0
36267,5,29.99,1,0,0,1,0,1,0,0,0
36269,5,190.23,0,1,0,1,1,0,1,1,0
36270,12,77.96,1,0,0,0,0,1,0,1,0
36271,3,29.99,0,1,1,0,1,0,1,1,1
36275,4,679.07,0,1,1,0,1,1,0,1,1
36278,12,46.13,0,1,0,1,0,1,0,0,1
36279,7,142.81,1,0,1,0,1,1,0,0,0
36280,10,209.02,0,1,1,0,1,0,1,1,0
36281,7,104.52,1,0,0,0,0,0,1,0,0
36282,9,61.61,0,1,1,0,1,1,0,0,1
36283,10,395.44,1,0,0,1,0,0,0,0,0
36284,7,187.76,1,0,0,1,1,0,1,0,0
36290,8,243.92,1,0,0,0,1,1,0,1,0
36291,1,227.73,1,0,1,0,0,0,0,1,1
36292,3,422.36,1,0,1,0,0,0,1,0,0
36293,1,209.96,0,1,0,0,1,1,0,1,0
36294,7,29.99,1,0,0,0,1,1,0,1,0
36297,5,561.89,0,1,1,0,1,0,0,1,0
36298,5,55.8,0,1,0,0,0,1,0,1,0
36299,2,72.64,0,1,0,1,1,1,0,0,0
36300,9,29.99,0,1,1,0,1,1,0,0,0
36301,5,183.26,0,1,0,0,1,1,0,1,0
36303,9,250.47,0,1,1,0,1,0,1,1,0
36304,10,163.51,1,0,1,0,0,1,0,1,0
36306,6,93.96,0,1,1,0,0,1,0,0,1
36307,12,29.99,1,0,1,0,1,1,0,0,0
36308,7,57.36,1,0,0,0,0,0,1,1,0
36310,12,29.99,1,0,1,0,1,1,0,1,0
36311,1,725.18,1,1,0,1,1,0,1,1,0
36312,1,247.02,0,1,0,1,0,0,0,0,0
36313,2,409.75,0,1,0,1,1,0,0,0,0
36314,12,213.32,1,1,0,1,0,0,0,0,0
36315,7,29.99,0,1,0,1,0,1,0,1,1
36317,7,163.38,1,0,0,1,0,0,1,0,0
36318,9,510.07,1,0,1,0,1,0,0,1,0
36320,2,172.39,1,0,1,0,0,0,1,1,0
36321,12,113.85,1,0,1,0,0,1,0,1,0
36322,10,350.81,0,1,1,0,0,1,0,1,0
36323,9,86.42,1,0,1,0,1,0,1,0,0
36325,2,265.18,1,0,1,0,0,0,1,1,0
36326,8,291.74,1,0,0,1,0,1,0,0,0
36330,2,29.99,1,0,1,0,0,1,0,1,0
36331,2,463.3,1,0,0,1,0,0,0,1,0
36332,3,125.72,1,0,1,0,1,1,0,0,0
36333,7,268.74,0,1,1,0,1,1,0,1,0
36335,2,920.64,1,0,1,0,1,1,0,0,0
36336,9,90.16,0,1,0,1,1,1,0,0,0
36337,4,614.13,1,1,0,0,1,0,0,0,1
36338,1,170.41,1,0,0,1,0,0,1,0,0
36339,2,496.21,1,1,1,0,0,0,0,1,1
36340,1,66.91,1,0,1,0,0,1,0,1,1
36341,1,440.33,1,0,0,0,1,1,0,0,0
36343,7,110.0,1,0,0,1,1,0,1,0,0
36344,8,141.85,1,0,0,1,0,1,0,0,0
36345,6,822.33,1,0,1,0,1,1,0,1,0
36346,10,147.12,1,0,0,1,1,1,0,0,1
36348,9,140.6,0,1,0,1,0,0,1,1,0
36350,5,396.81,0,1,0,1,0,0,1,1,1
36351,8,29.99,0,1,1,0,1,0,1,1,0
36353,10,144.94,0,1,0,0,1,0,1,1,0
36354,3,54.01,0,1,1,0,0,1,0,1,0
36356,2,29.99,1,0,1,0,1,1,0,1,0
36357,9,83.34,0,1,1,0,0,1,0,0,0
36358,10,814.22,1,0,1,0,1,0,1,0,0
36361,1,297.33,1,0,1,0,0,1,0,0,0
36362,1,324.17,1,0,0,1,0,1,0,1,1
36364,11,165.38,1,0,0,0,0,1,0,1,0
36366,9,29.99,0,1,0,0,1,1,0,1,0
36367,7,125.48,0,1,0,0,1,0,1,1,0
36368,12,53.52,1,0,0,1,0,0,1,0,0
36369,2,534.88,1,0,1,0,1,1,0,1,0
36370,10,346.55,0,1,1,0,0,0,1,0,0
36372,1,420.05,1,1,1,0,0,0,0,1,0
36373,1,317.5,0,1,1,0,0,1,0,0,0
36374,3,66.09,1,0,1,0,0,0,1,0,0
36375,1,560.41,0,1,1,0,1,1,0,1,0
36376,1,29.99,1,0,0,0,0,0,1,1,1
36377,2,181.68,0,1,1,0,1,0,1,1,0
36378,1,81.76,0,1,0,1,0,1,0,0,0
36381,11,29.99,1,0,0,1,0,1,0,1,1
36382,8,203.68,1,0,1,0,1,1,0,0,0
36383,1,166.87,1,0,0,0,0,1,0,1,0
36384,3,186.41,0,1,1,0,1,1,0,1,0
36386,5,199.85,1,0,0,1,1,0,1,0,0
36388,5,630.33,1,1,0,0,1,1,0,0,1
36389,6,429.57,1,1,0,0,1,0,1,0,0
36393,9,82.11,1,0,1,0,0,1,0,1,0
36394,8,50.55,0,1,0,1,0,0,1,1,0
36396,12,189.54,1,0,1,0,0,0,1,0,0
36397,11,227.16,0,1,0,0,0,1,0,0,0
36398,5,94.23,1,0,1,0,0,1,0,0,1
36399,10,145.55,0,1,0,1,1,0,1,0,0
36400,10,402.4,1,1,1,0,0,0,1,1,0
36403,10,393.3,1,0,1,0,0,1,0,1,0
36404,7,403.01,0,1,0,1,0,0,0,0,0
36405,2,1063.41,1,0,1,0,1,0,1,0,0
36407,10,212.55,0,1,0,1,0,0,1,1,0
36408,9,78.26,1,0,0,1,0,1,0,1,0
36410,2,124.14,1,0,0,0,0,0,1,0,0
36412,1,29.99,1,0,0,0,1,0,1,1,0
36413,1,803.78,1,1,1,0,1,0,0,0,0
36418,6,204.43,1,0,0,1,1,0,1,1,0
36419,2,53.84,1,0,0,0,0,1,0,0,0
36420,6,111.54,0,1,1,0,0,0,1,1,0
36421,12,466.96,1,0,1,0,1,0,0,0,0
36422,5,122.17,0,1,0,1,0,1,0,0,0
36423,6,485.21,1,0,1,0,0,1,0,0,0
36424,3,59.12,0,1,0,1,0,1,0,1,0
36425,1,241.82,1,0,1,0,1,0,0,1,0
36426,2,316.74,0,1,0,1,1,1,0,0,0
36427,1,815.13,1,1,0,1,1,0,0,0,0
36428,1,29.99,1,0,0,0,1,1,0,1,0
36431,4,255.21,0,1,1,0,0,1,0,0,0
36433,2,1035.09,0,1,0,0,1,0,0,1,1
36435,9,133.1,0,1,0,1,0,0,1,1,1
36436,3,130.6,0,1,1,0,1,0,1,0,0
36438,3,1049.97,1,1,0,1,1,0,1,1,0
36439,1,218.6,1,1,0,1,1,0,1,0,0
36441,2,161.45,0,1,1,0,1,1,0,1,0
36442,10,56.71,1,0,0,1,0,1,0,1,0
36443,9,34.78,0,1,0,1,1,0,1,1,0
36446,4,57.07,0,1,0,1,1,1,0,1,1
36447,1,556.23,0,1,0,1,1,0,0,0,0
36448,10,88.25,0,1,0,1,1,1,0,1,1
36449,6,347.77,1,1,0,1,1,0,1,1,0
36450,7,381.44,0,1,1,0,0,0,0,1,0
36451,1,710.36,0,1,0,1,1,0,0,1,0
36452,8,260.46,1,0,0,1,0,0,0,1,0
36454,9,290.96,1,1,1,0,0,0,1,1,0
36455,3,187.48,1,0,0,1,0,0,1,1,0
36458,2,29.99,0,1,1,0,1,0,1,0,0
36463,10,68.85,0,1,0,1,1,0,1,0,0
36466,9,166.97,1,0,0,1,1,1,0,1,0
36467,7,425.61,1,0,0,1,0,1,0,1,0
36468,11,721.57,1,1,0,1,1,0,1,1,1
36471,5,46.05,1,0,1,0,0,1,0,0,0
36472,4,334.67,1,0,0,1,0,0,1,0,1
36473,1,29.99,0,1,0,1,0,0,1,1,1
36474,9,289.89,1,1,0,1,0,0,1,1,0
36475,1,712.87,1,0,0,1,1,0,0,1,0
36476,7,133.6,0,1,1,0,0,1,0,0,0
36479,6,240.61,1,0,1,0,1,0,1,1,0
36480,1,1761.53,1,1,1,0,1,0,0,0,0
36481,9,196.17,1,0,1,0,1,1,0,0,0
36483,9,315.49,1,1,1,0,1,0,1,0,0
36486,12,170.64,1,0,1,0,0,1,0,0,0
36487,9,184.27,1,0,0,1,0,1,0,1,0
36491,4,140.92,0,1,0,1,1,1,0,0,0
36492,4,29.99,1,0,0,0,1,0,1,1,0
36495,11,184.01,0,1,0,1,0,1,0,1,0
36496,11,228.85,0,1,1,0,0,0,1,1,0
36498,4,293.42,1,0,1,0,0,0,0,0,1
36499,1,120.92,1,0,0,0,1,0,1,1,0
36500,11,130.61,0,1,1,0,1,1,0,0,1
36501,2,64.37,1,0,0,1,1,1,0,0,1
36502,9,321.74,1,0,1,0,0,1,0,1,1
36503,8,29.99,1,0,1,0,0,1,0,1,0
36504,11,71.11,0,1,1,0,1,1,0,0,0
36505,8,217.16,0,1,1,0,1,1,0,1,0
36506,2,1094.7,1,1,0,1,1,1,0,0,1
36507,9,29.99,0,1,0,1,1,1,0,0,0
36509,2,525.95,0,1,0,1,1,1,0,1,0
36510,1,29.99,0,1,0,1,1,1,0,0,0
36511,4,933.21,1,0,0,1,1,0,1,1,0
36513,5,391.61,1,0,0,1,0,1,0,1,0
36514,5,161.21,1,0,1,0,1,1,0,0,0
36515,5,65.86,1,0,1,0,1,1,0,0,0
36517,9,511.6,0,1,0,1,1,0,0,0,0
36519,9,48.94,0,1,0,1,0,0,1,1,0
